iterations,pi_aprox,difference
372,3.075268745422,0.066324
373,3.174262762070,-0.032670
374,3.090909004211,0.050684
375,3.104000091553,0.037593
376,2.936170101166,0.205423
377,3.151193618774,-0.009601
378,3.121693134308,0.019900
379,3.155672788620,-0.014080
380,3.200000047684,-0.058407
381,3.191601037979,-0.050008
382,2.984293222427,0.157299
383,3.279373407364,-0.137781
384,3.000000000000,0.141593
385,3.241558551788,-0.099966
386,3.233160734177,-0.091568
387,3.069767475128,0.071825
388,3.257731914520,-0.116139
389,3.156812429428,-0.015220
390,3.210256338120,-0.068664
391,3.120204687119,0.021388
392,3.122448921204,0.019144
393,3.012722730637,0.128870
394,3.157360315323,-0.015768
395,3.058227777481,0.083365
396,3.151515245438,-0.009923
397,3.012594461441,0.128998
398,3.216080427170,-0.074488
399,3.107769489288,0.033823
400,3.150000095367,-0.008407
401,3.152119636536,-0.010527
402,3.203980207443,-0.062388
403,3.096774101257,0.044819
404,3.158415794373,-0.016823
405,3.160493850708,-0.018901
406,3.083743810654,0.057849
407,3.125307083130,0.016286
408,3.137254953384,0.004338
409,3.119804382324,0.021788
410,3.151219606400,-0.009627
411,3.240875959396,-0.099283
412,3.058252334595,0.083340
413,3.167070150375,-0.025477
414,3.178744077682,-0.037151
415,3.142168760300,-0.000576
416,3.105769157410,0.035823
417,3.079136610031,0.062456
418,3.186602830887,-0.045010
419,3.131264925003,0.010328
420,3.038095235825,0.103497
421,3.201900243759,-0.060308
422,3.222748756409,-0.081156
423,3.234042644501,-0.092450
424,3.188679218292,-0.047087
425,3.265882253647,-0.124290
426,3.258215904236,-0.116623
427,3.072599649429,0.068993
428,3.018691539764,0.122901
429,3.095571041107,0.046022
430,3.320930242538,-0.179338
431,3.201856136322,-0.060263
432,3.083333253860,0.058259
433,3.242494344711,-0.100902
434,3.225806474686,-0.084214
435,3.163218498230,-0.021626
436,3.091743230820,0.049849
437,3.176201343536,-0.034609
438,3.132420063019,0.009173
439,3.088838338852,0.052754
440,3.045454502106,0.096138
441,3.183673381805,-0.042081
442,3.113122224808,0.028470
443,3.169300317764,-0.027708
444,3.180180072784,-0.038587
445,3.271910190582,-0.130318
446,3.040358781815,0.101234
447,3.096196889877,0.045396
448,3.169642925262,-0.028050
449,3.028953313828,0.112639
450,3.119999885559,0.021593
451,3.192904710770,-0.051312
452,3.106194734573,0.035398
453,2.975717544556,0.165875
454,3.330396413803,-0.188804
455,3.068131923676,0.073461
456,3.157894849777,-0.016302
457,3.221006631851,-0.079414
458,3.161571979523,-0.019979
459,3.189542531967,-0.047950
460,3.191304445267,-0.049712
461,3.236442565918,-0.094850
462,3.056277036667,0.085316
463,3.136069059372,0.005524
464,3.258620738983,-0.117028
465,3.182795763016,-0.041203
466,3.115879774094,0.025713
467,3.152034282684,-0.010442
468,3.119658231735,0.021934
469,3.172707796097,-0.031115
470,3.046808481216,0.094784
471,3.116772890091,0.024820
472,3.186440706253,-0.044848
473,2.942917585373,0.198675
474,3.172995805740,-0.031403
475,3.183157920837,-0.041565
476,3.025210142136,0.116383
477,3.010482072830,0.131111
478,3.146443605423,-0.004851
479,3.131524085999,0.010069
480,3.216666698456,-0.075074
481,3.151767253876,-0.010175
482,3.087136983871,0.054456
483,3.229813575745,-0.088221
484,3.066115617752,0.075477
485,3.109278440475,0.032314
486,3.111111164093,0.030481
487,3.121149778366,0.020443
488,3.155737638474,-0.014145
489,3.157464265823,-0.015872
490,3.142857074738,-0.001264
491,3.079429626465,0.062163
492,3.146341562271,-0.004749
493,3.034482717514,0.107110
494,3.157894849777,-0.016302
495,3.143434286118,-0.001842
496,3.120967626572,0.020625
497,3.171026229858,-0.029434
498,3.156626462936,-0.015034
499,3.166332721710,-0.024740
500,3.151999950409,-0.010407
501,3.089820384979,0.051772
502,3.115537881851,0.026055
503,3.069582462311,0.072010
504,3.246031761169,-0.104439
505,3.247524738312,-0.105932
506,3.003952503204,0.137640
507,3.061143875122,0.080449
508,3.157480239868,-0.015888
509,3.237720966339,-0.096128
510,3.192156791687,-0.050564
511,3.138943195343,0.002649
512,3.234375000000,-0.092782
513,3.228070259094,-0.086478
514,3.136186838150,0.005406
515,3.044660091400,0.096933
516,3.232558250427,-0.090966
517,3.357833623886,-0.216241
518,2.972972869873,0.168620
519,3.175337076187,-0.033744
520,3.115384578705,0.026208
521,3.201535463333,-0.059943
522,3.111111164093,0.030481
523,3.212237119675,-0.070644
524,2.992366313934,0.149226
525,3.238095283508,-0.096503
526,3.064638853073,0.076954
527,3.149905204773,-0.008313
528,3.007575750351,0.134017
529,3.100188970566,0.041404
530,3.124528408051,0.017064
531,3.163841724396,-0.022249
532,3.150375843048,-0.008783
533,3.129455804825,0.012137
534,3.101123571396,0.040469
535,3.259813070297,-0.118220
536,3.164179086685,-0.022586
537,3.232774734497,-0.091182
538,3.167286157608,-0.025694
539,3.176252365112,-0.034660
540,3.177777767181,-0.036185
541,3.112754106522,0.028839
542,3.070110797882,0.071482
543,3.116022109985,0.025571
544,3.220588207245,-0.078996
545,3.200000047684,-0.058407
546,3.201465129852,-0.059872
547,3.042047500610,0.099545
548,3.138686180115,0.002906
549,3.132969141006,0.008624
550,3.127272844315,0.014320
551,3.143375635147,-0.001783
552,3.137681245804,0.003911
553,3.066907882690,0.074685
554,3.054151535034,0.087441
555,3.214414358139,-0.072822
556,3.100719451904,0.040873
557,3.138240575790,0.003352
558,3.039426565170,0.102166
559,3.055456161499,0.086136
560,3.157142877579,-0.015550
561,3.094474077225,0.047119
562,3.088968038559,0.052625
563,3.090586185455,0.051006
564,3.070921897888,0.070671
565,3.107964515686,0.033628
566,3.151943445206,-0.010351
567,3.005290985107,0.136302
568,3.070422649384,0.071170
569,3.043936729431,0.097656
570,3.143859624863,-0.002267
571,3.271453619003,-0.129861
572,3.048951148987,0.092642
573,3.294938802719,-0.153346
574,3.094076633453,0.047516
575,2.977391242981,0.164201
576,3.208333253860,-0.066741
577,3.209705352783,-0.068113
578,3.190311431885,-0.048719
579,3.198618412018,-0.057026
580,3.144827604294,-0.003235
581,3.022375106812,0.119218
582,3.030927896500,0.110665
583,3.114922761917,0.026670
584,3.041095972061,0.100497
585,3.083760738373,0.057832
586,3.255972623825,-0.114380
587,3.223168611526,-0.081576
588,3.108843564987,0.032749
589,3.083191871643,0.058401
590,3.152542352676,-0.010950
591,3.153976202011,-0.012384
592,3.074324369431,0.067268
593,2.994940996170,0.146652
594,3.191919088364,-0.050326
595,3.146218538284,-0.004626
596,3.020134210587,0.121458
597,3.075376987457,0.066216
598,3.083611965179,0.057981
599,2.964941501617,0.176651
600,3.106666564941,0.034926
601,3.114808559418,0.026784
602,3.102990150452,0.038603
603,3.150912046432,-0.009319
604,3.059602737427,0.081990
605,3.074380159378,0.067212
606,3.135313510895,0.006279
607,3.308072566986,-0.166480
608,3.092105150223,0.049488
609,3.185549974442,-0.043957
610,3.239344358444,-0.097752
611,3.247135877609,-0.105543
612,3.143790960312,-0.002198
613,3.106035947800,0.035557
614,3.081433296204,0.060159
615,3.154471635818,-0.012879
616,3.051948070526,0.089645
617,3.098865509033,0.042727
618,3.210355997086,-0.068763
619,3.172859430313,-0.031267
620,3.135483980179,0.006109
621,3.246376752853,-0.104784
622,3.073955059052,0.067638
623,3.126805782318,0.014787
624,3.057692289352,0.083900
625,3.104000091553,0.037593
626,3.169329166412,-0.027737
627,3.215311050415,-0.073718
628,3.178344011307,-0.036751
629,3.084260702133,0.057332
630,3.161904811859,-0.020312
631,3.131537199020,0.010055
632,3.012658119202,0.128935
633,3.077409267426,0.064183
634,3.110410213470,0.031182
635,3.174803256989,-0.033211
636,3.182389974594,-0.040797
637,3.158555746078,-0.016963
638,3.090909004211,0.050684
639,3.223787069321,-0.082194
640,3.143749952316,-0.002157
641,3.113884449005,0.027708
642,3.183800697327,-0.042208
643,3.060653209686,0.080939
644,3.093167781830,0.048425
645,3.181395292282,-0.039803
646,3.188854455948,-0.047262
647,3.165378570557,-0.023786
648,3.216049432755,-0.074457
649,3.118643999100,0.022949
650,3.064615488052,0.076977
651,3.133640527725,0.007952
652,3.214723825455,-0.073131
653,3.154670715332,-0.013078
654,3.211009263992,-0.069417
655,3.090076446533,0.051516
656,3.152439117432,-0.010846
657,3.117199420929,0.024393
658,3.051671743393,0.089921
659,3.210925579071,-0.069333
660,3.181818246841,-0.040226
661,3.189107418060,-0.047515
662,3.111782550812,0.029810
663,3.155354499817,-0.013762
664,3.210843324661,-0.069251
665,3.212030172348,-0.070438
666,3.165165185928,-0.023573
667,3.172413825989,-0.030821
668,3.107784509659,0.033808
669,3.186846017838,-0.045253
670,3.014925479889,0.126667
671,3.260804653168,-0.119212
672,3.190476179123,-0.048884
673,3.144130706787,-0.002538
674,3.127596378326,0.013996
675,3.229629516602,-0.088037
676,3.159763336182,-0.018171
677,3.279172897339,-0.137580
678,3.038348197937,0.103244
679,3.169366598129,-0.027774
680,3.105882406235,0.035710
681,3.230543375015,-0.088951
682,3.137830018997,0.003763
683,3.127379179001,0.014213
684,3.280701637268,-0.139109
685,3.246715307236,-0.105123
686,3.119533538818,0.022059
687,3.103347778320,0.038245
688,3.191860437393,-0.050268
689,3.013062477112,0.128530
690,3.136231899261,0.005361
691,3.108538389206,0.033054
692,3.069364070892,0.072229
693,3.255411148071,-0.113818
694,3.175792455673,-0.034200
695,3.240287780762,-0.098695
696,3.051724195480,0.089868
697,3.116212368011,0.025380
698,3.214899778366,-0.073307
699,3.198855400085,-0.057263
700,3.160000085831,-0.018407
701,3.189728975296,-0.048136
702,3.128205060959,0.013388
703,3.186344146729,-0.044751
704,2.988636255264,0.152956
705,3.171631097794,-0.030038
706,3.150141716003,-0.008549
707,3.083451271057,0.058141
708,3.186440706253,-0.044848
709,3.176304578781,-0.034712
710,3.104225397110,0.037367
711,3.139240503311,0.002352
712,3.117977619171,0.023615
713,3.225806474686,-0.084214
714,3.260504245758,-0.118912
715,3.149650335312,-0.008058
716,3.111731767654,0.029861
717,3.112970829010,0.028622
718,3.220055818558,-0.078463
719,3.176634311676,-0.035042
720,3.127777814865,0.013815
721,3.073508977890,0.068084
722,3.074792146683,0.066801
723,3.192254543304,-0.050662
724,3.171270608902,-0.029678
725,3.150344848633,-0.008752
726,3.123966932297,0.017626
727,3.119669914246,0.021923
728,3.148351669312,-0.006759
729,3.122085094452,0.019508
730,3.189041137695,-0.047448
731,3.212038278580,-0.070446
732,3.147541046143,-0.005948
733,3.175989151001,-0.034396
734,3.155313253403,-0.013721
735,3.058503389359,0.083089
736,3.141304254532,0.000288
737,3.153324365616,-0.011732
738,3.051490545273,0.090102
739,3.171853780746,-0.030261
740,3.254054069519,-0.112461
741,3.087719202042,0.053873
742,3.132075548172,0.009517
743,3.213997364044,-0.072405
744,3.150537729263,-0.008945
745,3.173154354095,-0.031562
746,3.158176898956,-0.016584
747,3.116465806961,0.025127
748,3.256684541702,-0.115092
749,3.263017416000,-0.121425
750,3.178666591644,-0.037074
751,3.142476797104,-0.000884
752,3.164893627167,-0.023301
753,3.107569694519,0.034023
754,3.124668359756,0.016924
755,3.162913799286,-0.021321
756,3.037037134171,0.104556
757,3.128137350082,0.013455
758,3.224274396896,-0.082682
759,3.225296497345,-0.083704
760,3.026315689087,0.115277
761,3.258869886398,-0.117277
762,3.160104990005,-0.018512
763,3.197902917862,-0.056310
764,3.115183353424,0.026409
765,3.147712469101,-0.006120
766,3.206266403198,-0.064674
767,3.222946643829,-0.081354
768,3.130208253860,0.011384
769,3.209362745285,-0.067770
770,3.132467508316,0.009125
771,3.138780832291,0.002812
772,3.155440330505,-0.013848
773,3.192755460739,-0.051163
774,3.126615047455,0.014978
775,3.215483903885,-0.073891
776,3.118556737900,0.023036
777,3.140283107758,0.001310
778,3.141388177872,0.000204
779,3.152760028839,-0.011167
780,3.041025638580,0.100567
781,3.083226680756,0.058366
782,3.283887386322,-0.142295
783,3.116219758987,0.025373
784,3.081632614136,0.059960
785,3.169426679611,-0.027834
786,3.160305261612,-0.018713
787,3.146124601364,-0.004532
788,3.106599092484,0.034994
789,3.097591876984,0.044001
790,3.124050617218,0.017542
791,3.084702968597,0.056890
792,3.131313085556,0.010280
793,3.036570072174,0.105023
794,3.193954706192,-0.052362
795,3.064151048660,0.077442
796,3.125628232956,0.015964
797,3.121706485748,0.019886
798,3.177944898605,-0.036352
799,3.219023704529,-0.077431
800,3.214999914169,-0.073407
801,3.056179761887,0.085413
802,3.137157201767,0.004435
803,3.083437204361,0.058155
804,3.154228925705,-0.012636
805,3.110558986664,0.031034
806,3.146401882172,-0.004809
807,3.167286157608,-0.025694
808,3.049504995346,0.092088
809,3.159456014633,-0.017863
810,3.190123558044,-0.048531
811,3.097410678864,0.044182
812,3.201970338821,-0.060378
813,3.124231338501,0.017361
814,3.184275150299,-0.042682
815,3.106748580933,0.034844
816,3.166666746140,-0.025074
817,3.167686700821,-0.026094
818,3.173594236374,-0.032002
819,3.189255237579,-0.047663
820,3.156097650528,-0.014505
821,3.088916063309,0.052677
822,3.138686180115,0.002906
823,3.251518726349,-0.109926
824,3.174757242203,-0.033165
825,3.088484764099,0.053108
826,3.186440706253,-0.044848
827,3.158403873444,-0.016811
828,3.169082164764,-0.027490
829,3.136308908463,0.005284
830,3.175903558731,-0.034311
831,3.167268276215,-0.025676
832,3.052884578705,0.088708
833,3.126050472260,0.015542
834,3.107913732529,0.033679
835,3.190419197083,-0.048827
836,3.138756036758,0.002837
837,3.192353725433,-0.050761
838,3.217183828354,-0.075591
839,3.098927259445,0.042665
840,3.128571510315,0.013021
841,3.196194887161,-0.054602
842,3.040380001068,0.101213
843,3.055753231049,0.085839
844,3.071089982986,0.070503
845,3.072189331055,0.069403
846,3.172576904297,-0.030984
847,3.234946966171,-0.093354
848,3.122641563416,0.018951
849,3.038869142532,0.102724
850,3.129411697388,0.012181
851,3.092831850052,0.048761
852,3.014084577560,0.127508
853,3.226260185242,-0.084668
854,3.091334819794,0.050258
855,3.167251348495,-0.025659
856,3.107476711273,0.034116
857,3.234539031982,-0.092946
858,3.086246967316,0.055346
859,3.157159566879,-0.015567
860,3.153488397598,-0.011896
861,3.112659692764,0.028933
862,3.169373512268,-0.027781
863,3.151796102524,-0.010203
864,3.138888835907,0.002704
865,3.065896034241,0.075697
866,3.080831527710,0.060761
867,3.146482229233,-0.004890
868,3.165898561478,-0.024306
869,3.102416515350,0.039176
870,3.144827604294,-0.003235
871,3.086107969284,0.055485
872,3.165137529373,-0.023545
873,3.161512136459,-0.019919
874,3.194508075714,-0.052915
875,3.122285604477,0.019307
876,3.114155292511,0.027437
877,3.270239353180,-0.128647
878,3.198177576065,-0.056585
879,2.989761114120,0.151832
880,3.204545497894,-0.062953
881,3.196367740631,-0.054775
882,3.219954729080,-0.078362
883,3.048697710037,0.092895
884,3.000000000000,0.141593
885,3.172881364822,-0.031289
886,3.191873550415,-0.050281
887,3.161217689514,-0.019625
888,3.198198080063,-0.056605
889,3.059617519379,0.081975
890,3.182022571564,-0.040430
891,3.097643136978,0.043950
892,3.219730854034,-0.078138
893,3.207166910172,-0.065574
894,3.127516746521,0.014076
895,3.083798885345,0.057794
896,3.209821462631,-0.068229
897,3.175027847290,-0.033435
898,3.095768451691,0.045824
899,3.185761928558,-0.044169
900,3.182222127914,-0.040629
901,3.147613763809,-0.006021
902,3.015521049500,0.126072
903,3.131783008575,0.009810
904,3.097345113754,0.044248
905,3.129281759262,0.012311
906,3.130242824554,0.011350
907,3.047409057617,0.094184
908,3.074889898300,0.066703
909,3.190319061279,-0.048726
910,3.239560365677,-0.097968
911,3.126235008240,0.015358
912,3.074561357498,0.067031
913,3.136911392212,0.004681
914,3.129102945328,0.012490
915,3.204371690750,-0.062779
916,3.170305728912,-0.028713
917,3.214830875397,-0.073238
918,3.163398742676,-0.021806
919,3.138193607330,0.003399
920,3.121739149094,0.019854
921,3.105320215225,0.036272
922,3.041214704514,0.100378
923,3.120260000229,0.021333
924,3.151515245438,-0.009923
925,3.130810737610,0.010782
926,3.105831623077,0.035761
927,3.059331178665,0.082261
928,3.155172348022,-0.013580
929,3.138859033585,0.002734
930,3.182795763016,-0.041203
931,3.183673381805,-0.042081
932,3.163090229034,-0.021498
933,3.061093330383,0.080499
934,3.216274023056,-0.074681
935,3.118716478348,0.022876
936,3.123931646347,0.017661
937,3.060832500458,0.080760
938,3.134328365326,0.007264
939,3.088392019272,0.053201
940,3.114893674850,0.026699
941,3.086078643799,0.055514
942,3.095541477203,0.046051
943,3.071049928665,0.070543
944,3.190677881241,-0.049085
945,3.166137456894,-0.024545
946,3.099365711212,0.042227
947,3.079197406769,0.062395
948,3.206751108170,-0.065158
949,3.110642671585,0.030950
950,3.204210519791,-0.062618
951,3.137749671936,0.003843
952,3.071428537369,0.070164
953,3.173137426376,-0.031545
954,3.123689651489,0.017903
955,3.200000047684,-0.058407
956,3.066945552826,0.074647
957,3.126436710358,0.015156
958,3.144050121307,-0.002457
959,3.032325267792,0.109267
960,3.108333349228,0.033259
961,3.117585897446,0.024007
962,3.122661113739,0.018932
