iterations,pi_aprox,difference
2478,3.212267875671,-0.070675
2479,3.128680944443,0.012912
2480,3.125806570053,0.015786
2481,3.147118091583,-0.005525
2482,3.165189266205,-0.023597
2483,3.136528491974,0.005064
2484,3.141706943512,-0.000114
2485,3.180684089661,-0.039091
2486,3.127916336060,0.013676
2487,3.139525651932,0.002067
2488,3.115755558014,0.025837
2489,3.096826076508,0.044767
2490,3.137349367142,0.004243
2491,3.182657480240,-0.041065
2492,3.126805782318,0.014787
2493,3.220216512680,-0.078624
2494,3.206094741821,-0.064502
2495,3.124649286270,0.016943
2496,3.137820482254,0.003772
2497,3.178213834763,-0.036621
2498,3.200960874557,-0.059368
2499,3.166066408157,-0.024474
2500,3.116800069809,0.024793
2501,3.150739669800,-0.009147
2502,3.160671472549,-0.019079
2503,3.125849008560,0.015744
2504,3.134185314178,0.007407
2505,3.158483028412,-0.016890
2506,3.184357643127,-0.042765
2507,3.160749912262,-0.019157
2508,3.103668212891,0.037924
2509,3.123156547546,0.018436
2510,3.161752939224,-0.020160
2511,3.136599063873,0.004994
2512,3.122611522675,0.018981
2513,3.075208902359,0.066384
2514,3.140811443329,0.000781
2515,3.144334077835,-0.002741
2516,3.160572290421,-0.018980
2517,3.165673494339,-0.024081
2518,3.158061981201,-0.016469
2519,3.139341115952,0.002252
2520,3.131746053696,0.009847
2521,3.182863950729,-0.041271
2522,3.149881124496,-0.008288
2523,3.180340766907,-0.038748
2524,3.125198125839,0.016395
2525,3.190495014191,-0.048902
2526,3.091053009033,0.050540
2527,3.116739273071,0.024853
2528,3.200949430466,-0.059357
2529,3.126927614212,0.014665
2530,3.158893346786,-0.017301
2531,3.167127609253,-0.025535
2532,3.123222827911,0.018370
2533,3.093564987183,0.048028
2534,3.100236892700,0.041356
2535,3.152662754059,-0.011070
2536,3.151419639587,-0.009827
2537,3.126527309418,0.015065
2538,3.194641351700,-0.053049
2539,3.119338274002,0.022254
2540,3.157480239868,-0.015888
2541,3.102715492249,0.038877
2542,3.180173158646,-0.038581
2543,3.177349567413,-0.035757
2544,3.166666746140,-0.025074
2545,3.119842767715,0.021750
2546,3.076197862625,0.065395
2547,3.123674869537,0.017918
2548,3.106750488281,0.034842
2549,3.064731359482,0.076861
2550,3.159215688705,-0.017623
2551,3.134457111359,0.007136
2552,3.224138021469,-0.082545
2553,3.133568286896,0.008024
2554,3.193422079086,-0.051829
2555,3.189041137695,-0.047448
2556,3.153364658356,-0.011772
2557,3.123973369598,0.017619
2558,3.143080472946,-0.001488
2559,3.154357194901,-0.012765
2560,3.118750095367,0.022843
2561,3.156579494476,-0.014987
2562,3.103825092316,0.037768
2563,3.129145622253,0.012447
2564,3.174726963043,-0.033134
2565,3.182846069336,-0.041253
2566,3.142634391785,-0.001042
2567,3.139852046967,0.001741
2568,3.188473463058,-0.046881
2569,3.168548107147,-0.026955
2570,3.105058431625,0.036534
2571,3.150525093079,-0.008932
2572,3.129082441330,0.012510
2573,3.120093345642,0.021499
2574,3.092463016510,0.049130
2575,3.128543615341,0.013049
2576,3.153726816177,-0.012134
2577,3.140085458755,0.001507
2578,3.126454591751,0.015138
2579,3.119038343430,0.022554
2580,3.127131700516,0.014461
2581,3.119720935822,0.021872
2582,3.197521209717,-0.055929
2583,3.101819515228,0.039773
2584,3.136222839355,0.005370
2585,3.175241708755,-0.033649
2586,3.129157066345,0.012436
2587,3.097023487091,0.044569
2588,3.170015573502,-0.028423
2589,3.114716053009,0.026877
2590,3.074903488159,0.066689
2591,3.169432640076,-0.027840
2592,3.141975402832,-0.000383
2593,3.191669940948,-0.050077
2594,3.076329946518,0.065263
2595,3.159922838211,-0.018330
2596,3.146378993988,-0.004786
2597,3.074316501617,0.067276
2598,3.127020835876,0.014572
2599,3.173528194427,-0.031936
2600,3.076923131943,0.064670
2601,3.172626018524,-0.031033
2602,3.163720130920,-0.022127
2603,3.047253131866,0.094340
2604,3.086021423340,0.055571
2605,3.109405040741,0.032188
2606,3.201841831207,-0.060249
2607,3.157652378082,-0.016060
2608,3.096625804901,0.044967
2609,3.139900445938,0.001692
2610,3.164751052856,-0.023158
2611,3.122175455093,0.019417
2612,3.148545265198,-0.006953
2613,3.156525135040,-0.014932
2614,3.123182773590,0.018410
2615,3.164818286896,-0.023226
2616,3.120795011520,0.020798
2617,3.137944221497,0.003648
2618,3.097020626068,0.044572
2619,3.103474617004,0.038118
2620,3.122137308121,0.019455
2621,3.140785932541,0.000807
2622,3.104500293732,0.037092
2623,3.149065971375,-0.007473
2624,3.126524448395,0.015068
2625,3.137523889542,0.004069
2626,3.102818012238,0.038775
2627,3.199086427689,-0.057494
2628,3.144596576691,-0.003004
2629,3.111449241638,0.030143
2630,3.146768093109,-0.005175
2631,3.124287366867,0.017305
2632,3.139817714691,0.001775
2633,3.126471757889,0.015121
2634,3.222475290298,-0.080883
2635,3.146869182587,-0.005277
2636,3.151745080948,-0.010152
2637,3.197572946548,-0.055980
2638,3.153904438019,-0.012312
2639,3.152709245682,-0.011117
2640,3.142424345016,-0.000832
2641,3.157894849777,-0.016302
2642,3.108251333237,0.033341
2643,3.135830402374,0.005762
2644,3.192133188248,-0.050541
2645,3.136483907700,0.005109
2646,3.153439044952,-0.011846
2647,3.078201770782,0.063391
2648,3.116314172745,0.025278
2649,3.181577920914,-0.039985
2650,3.181886911392,-0.040294
2651,3.097698926926,0.043894
2652,3.147813081741,-0.006220
2653,3.122502803802,0.019090
2654,3.168048143387,-0.026455
2655,3.090018749237,0.051574
2656,3.153614521027,-0.012022
2657,3.095220088959,0.046373
2658,3.158766031265,-0.017173
2659,3.092892169952,0.048700
2660,3.136842012405,0.004751
2661,3.125140905380,0.016452
2662,3.084898471832,0.056694
2663,3.154337167740,-0.012745
2664,3.081081151962,0.060512
2665,3.130956888199,0.010636
2666,3.147786855698,-0.006194
2667,3.175103187561,-0.033511
2668,3.119940042496,0.021653
2669,3.136755228043,0.004837
2670,3.189513206482,-0.047921
2671,3.122426033020,0.019167
2672,3.143712520599,-0.002120
2673,3.142536401749,-0.000944
2674,3.120418787003,0.021174
2675,3.186542034149,-0.044949
2676,3.136023998260,0.005569
2677,3.091520309448,0.050072
2678,3.109783411026,0.031809
2679,3.172825574875,-0.031233
2680,3.183582067490,-0.041989
2681,3.173442840576,-0.031850
2682,3.197613716125,-0.056021
2683,3.148714065552,-0.007121
2684,3.114754199982,0.026838
2685,3.191061496735,-0.049469
2686,3.161578655243,-0.019986
2687,3.209527254105,-0.067935
2688,3.056547641754,0.085045
2689,3.117887735367,0.023705
2690,3.202974081039,-0.061381
2691,3.173541545868,-0.031949
2692,3.112927198410,0.028665
2693,3.128109931946,0.013483
2694,3.144766092300,-0.003173
2695,3.152504682541,-0.010912
2696,3.194361925125,-0.052769
2697,3.167964458466,-0.026372
2698,3.116382598877,0.025210
2699,3.115227937698,0.026365
2700,3.160000085831,-0.018407
2701,3.132173299789,0.009419
2702,3.159141302109,-0.017549
2703,3.113577604294,0.028015
2704,3.109467506409,0.032125
2705,3.142328977585,-0.000736
2706,3.155949831009,-0.014357
2707,3.128186225891,0.013406
2708,3.208271741867,-0.066679
2709,3.133259534836,0.008333
2710,3.112915039062,0.028678
2711,3.179638624191,-0.038046
2712,3.200589895248,-0.058997
2713,3.165499448776,-0.023907
2714,3.161385297775,-0.019793
2715,3.129281759262,0.012311
2716,3.078055858612,0.063537
2717,3.109311819077,0.032281
2718,3.156732797623,-0.015140
2719,3.109966993332,0.031626
2720,3.155882358551,-0.014290
2721,3.154722452164,-0.013130
2722,3.113886833191,0.027706
2723,3.115681171417,0.025911
2724,3.151248216629,-0.009656
2725,3.164770603180,-0.023178
2726,3.134262561798,0.007330
2727,3.102310180664,0.039282
2728,3.162756681442,-0.021164
2729,3.111762523651,0.029830
2730,3.147252798080,-0.005660
2731,3.109483718872,0.032109
2732,3.128843307495,0.012749
2733,3.095499515533,0.046093
2734,3.167520046234,-0.025927
2735,3.142961502075,-0.001369
2736,3.163742780685,-0.022150
2737,3.101205587387,0.040387
2738,3.152666091919,-0.011073
2739,3.155896425247,-0.014304
2740,3.175182580948,-0.033590
2741,3.092302083969,0.049291
2742,3.123267650604,0.018325
2743,3.130878686905,0.010714
2744,3.179300308228,-0.037708
2745,3.153369665146,-0.011777
2746,3.101238250732,0.040354
2747,3.119039058685,0.022554
2748,3.160116434097,-0.018524
2749,3.103674173355,0.037918
2750,3.128727197647,0.012865
2751,3.126136064529,0.015457
2752,3.164244174957,-0.022652
2753,3.150018215179,-0.008426
2754,3.143064737320,-0.001472
2755,3.144827604294,-0.003235
2756,3.161103010178,-0.019510
2757,3.155603885651,-0.014011
2758,3.089195013046,0.052398
2759,3.102573394775,0.039019
2760,3.081159353256,0.060433
2761,3.124954700470,0.016638
2762,3.209268569946,-0.067676
2763,3.150199174881,-0.008607
2764,3.154848098755,-0.013255
2765,3.149367094040,-0.007774
2766,3.159797430038,-0.018205
2767,3.079147100449,0.062446
2768,3.132947921753,0.008645
2769,3.104369878769,0.037223
2770,3.116245508194,0.025347
2771,3.135330200195,0.006262
2772,3.142857074738,-0.001264
2773,3.121529102325,0.020064
2774,3.180966138840,-0.039373
2775,3.156756639481,-0.015164
2776,3.164265155792,-0.022673
2777,3.121353864670,0.020239
2778,3.114470958710,0.027122
2779,3.160849332809,-0.019257
2780,3.122302055359,0.019291
2781,3.129809379578,0.011783
2782,3.147376060486,-0.005783
2783,3.172116518021,-0.030524
2784,3.147988557816,-0.006396
2785,3.075044870377,0.066548
2786,3.139985561371,0.001607
2787,3.128812313080,0.012780
2788,3.110473394394,0.031119
2789,3.086410999298,0.055182
2790,3.102509021759,0.039084
2791,3.098531007767,0.043062
2792,3.114613294601,0.026979
2793,3.090583562851,0.051009
2794,3.093772411346,0.047820
2795,3.122719049454,0.018874
2796,3.108726739883,0.032866
2797,3.104755163193,0.036837
2798,3.187991380692,-0.046399
2799,3.143980026245,-0.002387
2800,3.158571481705,-0.016979
2801,3.154587745667,-0.012995
2802,3.143468856812,-0.001876
2803,3.108098506927,0.033494
2804,3.161198377609,-0.019606
2805,3.152941226959,-0.011349
2806,3.177476882935,-0.035884
2807,3.159244775772,-0.017652
2808,3.132478713989,0.009114
2809,3.118547439575,0.023045
2810,3.100355863571,0.041237
2811,3.170402050018,-0.028809
2812,3.093883275986,0.047709
2813,3.165303945541,-0.023711
2814,3.209666013718,-0.068073
2815,3.161634206772,-0.020042
2816,3.132102251053,0.009490
2817,3.156549453735,-0.014957
2818,3.161107063293,-0.019514
2819,3.171337366104,-0.029745
2820,3.109219789505,0.032373
2821,3.136476516724,0.005116
2822,3.179305553436,-0.037713
2823,3.168260812759,-0.026668
2824,3.147308826447,-0.005716
2825,3.120707988739,0.020885
2826,3.113941907883,0.027651
2827,3.122745037079,0.018848
2828,3.097595453262,0.043997
2829,3.141746282578,-0.000154
2830,3.146289825439,-0.004697
2831,3.162133455276,-0.020541
2832,3.163841724396,-0.022249
2833,3.162724971771,-0.021132
2834,3.184191942215,-0.042599
2835,3.135097026825,0.006496
2836,3.104372262955,0.037220
2837,3.146986246109,-0.005394
2838,3.145877361298,-0.004285
2839,3.137724637985,0.003868
2840,3.152112722397,-0.010520
2841,3.155226945877,-0.013634
2842,3.145672082901,-0.004079
2843,3.182553529739,-0.040961
2844,3.160337448120,-0.018745
2845,3.105799674988,0.035793
2846,3.208714008331,-0.067121
2847,3.128907680511,0.012685
2848,3.160112380981,-0.018520
2849,3.139347076416,0.002246
2850,3.188771963120,-0.047179
2851,3.169414281845,-0.027822
2852,3.151472568512,-0.009880
2853,3.118121385574,0.023471
2854,3.156271934509,-0.014679
2855,3.174781084061,-0.033188
2856,3.159663915634,-0.018071
2857,3.110955476761,0.030637
2858,3.150454759598,-0.008862
2859,3.160545587540,-0.018953
2860,3.167832136154,-0.026239
2861,3.148549556732,-0.006957
2862,3.134870767593,0.006722
2863,3.172895669937,-0.031303
2864,3.156424522400,-0.014832
2865,3.113438129425,0.028155
2866,3.159804582596,-0.018212
2867,3.112661361694,0.028931
2868,3.154811620712,-0.013219
2869,3.116068363190,0.025524
2870,3.106620311737,0.034972
2871,3.141762495041,-0.000170
2872,3.186629533768,-0.045037
2873,3.167420864105,-0.025828
2874,3.171885967255,-0.030293
2875,3.147130489349,-0.005538
2876,3.161335229874,-0.019743
2877,3.128258705139,0.013334
2878,3.185545444489,-0.043953
2879,3.194164752960,-0.052572
2880,3.140277862549,0.001315
2881,3.196112394333,-0.054520
2882,3.133934736252,0.007658
2883,3.138397455215,0.003195
2884,3.158113718033,-0.016521
2885,3.177816390991,-0.036224
2886,3.203049182892,-0.061457
2887,3.095254659653,0.046338
2888,3.155124664307,-0.013532
2889,3.151263475418,-0.009671
2890,3.165397882462,-0.023805
2891,3.168453931808,-0.026861
2892,3.190871477127,-0.049279
2893,3.091600418091,0.049992
2894,3.154111862183,-0.012519
2895,3.104663133621,0.036930
2896,3.156077384949,-0.014485
2897,3.120469570160,0.021123
2898,3.152518987656,-0.010926
2899,3.148671865463,-0.007079
2900,3.140689611435,0.000903
2901,3.161668300629,-0.020076
2902,3.115092992783,0.026500
2903,3.148467063904,-0.006874
2904,3.161157131195,-0.019564
2905,3.143545627594,-0.001953
2906,3.095664024353,0.045929
2907,3.166150569916,-0.024558
2908,3.213204860687,-0.071612
2909,3.199724912643,-0.058132
2910,3.161512136459,-0.019919
2911,3.216763973236,-0.075171
2912,3.142857074738,-0.001264
2913,3.114315032959,0.027278
2914,3.155799627304,-0.014207
2915,3.176672458649,-0.035080
2916,3.128943681717,0.012649
2917,3.130613565445,0.010979
2918,3.089787483215,0.051805
2919,3.124357700348,0.017235
2920,3.076712369919,0.064880
2921,3.093461036682,0.048132
2922,3.122518777847,0.019074
2923,3.137871980667,0.003721
2924,3.087551355362,0.054041
2925,3.172649621964,-0.031057
2926,3.172932386398,-0.031340
2927,3.103518962860,0.038074
2928,3.117486238480,0.024106
2929,3.162854194641,-0.021262
2930,3.137201309204,0.004391
2931,3.134766340256,0.006826
2932,3.126875877380,0.014717
2933,3.173542499542,-0.031950
2934,3.131561040878,0.010032
2935,3.111413955688,0.030179
2936,3.178474187851,-0.036882
2937,3.129724264145,0.011868
2938,3.102791070938,0.038802
2939,3.184756755829,-0.043164
2940,3.080272197723,0.061320
2941,3.139068365097,0.002524
2942,3.203263044357,-0.061670
2943,3.102956056595,0.038637
2944,3.133152246475,0.008440
2945,3.100848913193,0.040744
2946,3.121520757675,0.020072
2947,3.159823656082,-0.018231
2948,3.160108566284,-0.018516
2949,3.135978221893,0.005614
2950,3.114576339722,0.027016
2951,3.123009204865,0.018583
2952,3.135501384735,0.006091
2953,3.141212224960,0.000380
2954,3.110358953476,0.031234
2955,3.137732744217,0.003860
2956,3.132611751556,0.008981
2957,3.158606767654,-0.017014
2958,3.168356895447,-0.026764
2959,3.144305467606,-0.002713
2960,3.145946025848,-0.004353
2961,3.161094188690,-0.019502
2962,3.207292318344,-0.065700
2963,3.154910564423,-0.013318
2964,3.143049955368,-0.001457
2965,3.144688129425,-0.003095
2966,3.158462524414,-0.016870
2967,3.146612644196,-0.005020
2968,3.165768146515,-0.024175
2969,3.152576684952,-0.010984
2970,3.154208660126,-0.012616
2971,3.151800632477,-0.010208
2972,3.145356655121,-0.003764
2973,3.210225343704,-0.068633
2974,3.136516571045,0.005076
2975,3.112605094910,0.028988
2976,3.145161390305,-0.003569
2977,3.119919300079,0.021673
2978,3.183344602585,-0.041752
2979,3.147364854813,-0.005772
2980,3.136912822723,0.004680
2981,3.150620698929,-0.009028
2982,3.138833045959,0.002760
2983,3.147167205811,-0.005575
2984,3.139410257339,0.002182
2985,3.123618125916,0.017975
2986,3.122571945190,0.019021
2987,3.140274524689,0.001318
2988,3.072289228439,0.069303
2989,3.158246994019,-0.016654
2990,3.106354475021,0.035238
2991,3.194918155670,-0.053326
2992,3.175133705139,-0.033541
2993,3.152689695358,-0.011097
2994,3.211756944656,-0.070164
2995,3.146577596664,-0.004985
2996,3.118825197220,0.022767
2997,3.179179191589,-0.037587
2998,3.163442373276,-0.021850
2999,3.197065591812,-0.055473
3000,3.154666662216,-0.013074
3001,3.105631351471,0.035961
3002,3.128581047058,0.013012
3003,3.147519111633,-0.005926
3004,3.155792236328,-0.014200
3005,3.142761945724,-0.001169
3006,3.127079248428,0.014513
3007,3.155304193497,-0.013712
3008,3.168883085251,-0.027290
3009,3.127949476242,0.013643
3010,3.172092914581,-0.030500
3011,3.161740303040,-0.020148
3012,3.061089038849,0.080504
3013,3.158313989639,-0.016721
3014,3.224950313568,-0.083358
3015,3.170812606812,-0.029220
3016,3.152519941330,-0.010927
3017,3.151474952698,-0.009882
3018,3.123923063278,0.017670
3019,3.153362035751,-0.011769
3020,3.128476858139,0.013116
3021,3.138033866882,0.003559
3022,3.136995315552,0.004597
3023,3.135957717896,0.005635
3024,3.182539701462,-0.040947
3025,3.170909166336,-0.029317
3026,3.124917268753,0.016675
3027,3.152956724167,-0.011364
3028,3.121532440186,0.020060
3029,3.172003984451,-0.030411
3030,3.106270551682,0.035322
3031,3.151435136795,-0.009842
3032,3.092348337173,0.049244
3033,3.157269954681,-0.015677
3034,3.161503076553,-0.019910
3035,3.118286609650,0.023306
3036,3.160737752914,-0.019145
3037,3.091208457947,0.050384
3038,3.092824220657,0.048768
3039,3.141823053360,-0.000230
3040,3.134210586548,0.007382
3041,3.173955917358,-0.032363
3042,3.084812641144,0.056780
3043,3.156095981598,-0.014503
3044,3.141918420792,-0.000326
3045,3.155336618423,-0.013744
3046,3.162179946899,-0.020587
3047,3.130948543549,0.010644
3048,3.127296686172,0.014296
3049,3.127582788467,0.014010
3050,3.173770427704,-0.032178
3051,3.088823318481,0.052769
3052,3.170380115509,-0.028787
3053,3.168031454086,-0.026439
3054,3.143418550491,-0.001826
3055,3.164648056030,-0.023055
3056,3.133507966995,0.008085
3057,3.149492979050,-0.007900
3058,3.136690616608,0.004902
3059,3.109512805939,0.032080
3060,3.146405220032,-0.004813
3061,3.121855497360,0.019737
3062,3.115610599518,0.025982
3063,3.177277088165,-0.035684
3064,3.113577127457,0.028016
3065,3.171288728714,-0.029696
3066,3.138943195343,0.002649
3067,3.158787012100,-0.017194
3068,3.142112016678,-0.000519
3069,3.143695116043,-0.002102
3070,3.128338813782,0.013254
3071,3.154672861099,-0.013080
3072,3.188802003860,-0.047209
3073,3.138301372528,0.003291
3074,3.142485380173,-0.000893
3075,3.160975694656,-0.019383
3076,3.120936393738,0.020656
3077,3.162820816040,-0.021228
3078,3.104613304138,0.036979
3079,3.152971744537,-0.011379
3080,3.193506479263,-0.051914
3081,3.144433736801,-0.002841
3082,3.104477643967,0.037115
3083,3.143691301346,-0.002099
3084,3.099870204926,0.041722
3085,3.127390623093,0.014202
3086,3.186001300812,-0.044409
3087,3.142209291458,-0.000617
3088,3.205958604813,-0.064366
3089,3.167368173599,-0.025776
3090,3.181877136230,-0.040284
3091,3.170495033264,-0.028902
3092,3.131953477859,0.009639
3093,3.154219150543,-0.012626
3094,3.145442724228,-0.003850
3095,3.136672019958,0.004921
3096,3.177002668381,-0.035410
3097,3.168227434158,-0.026635
3098,3.129761219025,0.011831
3099,3.175217866898,-0.033625
3100,3.121290206909,0.020302
3101,3.173169851303,-0.031577
3102,3.165699481964,-0.024107
3103,3.118272542953,0.023320
3104,3.127577304840,0.014015
3105,3.104669809341,0.036923
3106,3.144880771637,-0.003288
3107,3.170904397964,-0.029312
3108,3.190476179123,-0.048884
3109,3.171437740326,-0.029845
3110,3.180707454681,-0.039115
3111,3.137254953384,0.004338
3112,3.146529674530,-0.004937
3113,3.146803617477,-0.005211
3114,3.141939640045,-0.000347
3115,3.178170204163,-0.036578
3116,3.119383811951,0.022209
3117,3.132499217987,0.009093
3118,3.178960800171,-0.037368
3119,3.165117025375,-0.023524
3120,3.101282119751,0.040311
3121,3.142582416534,-0.000990
3122,3.176169157028,-0.034577
3123,3.118796110153,0.022797
3124,3.140845060349,0.000748
3125,3.148799896240,-0.007207
3126,3.147792816162,-0.006200
3127,3.102014780045,0.039578
3128,3.121483325958,0.020109
3129,3.160115003586,-0.018522
3130,3.099041461945,0.042551
3131,3.165761709213,-0.024169
3132,3.162196636200,-0.020604
3133,3.143313169479,-0.001721
3134,3.104020357132,0.037572
3135,3.151515245438,-0.009923
3136,3.136479616165,0.005113
3137,3.226012229919,-0.084420
3138,3.208412885666,-0.066820
3139,3.194648027420,-0.053055
3140,3.127388477325,0.014204
3141,3.158229827881,-0.016637
3142,3.161043882370,-0.019451
3143,3.137130022049,0.004463
3144,3.152671813965,-0.011079
3145,3.159300565720,-0.017708
3146,3.163382053375,-0.021789
3147,3.133142709732,0.008450
3148,3.172808170319,-0.031216
3149,3.195935249329,-0.054343
3150,3.147936582565,-0.006344
3151,3.134243011475,0.007350
3152,3.142132043839,-0.000539
3153,3.153821706772,-0.012229
3154,3.104629039764,0.036964
3155,3.182250499725,-0.040658
3156,3.145754098892,-0.004161
3157,3.124485254288,0.017107
3158,3.137428760529,0.004164
3159,3.159227609634,-0.017635
3160,3.150632858276,-0.009040
3161,3.163555860519,-0.021963
3162,3.147375106812,-0.005782
3163,3.126146078110,0.015447
3164,3.074589014053,0.067004
3165,3.179778814316,-0.038186
3166,3.140871763229,0.000721
3167,3.176507711411,-0.034915
3168,3.181818246841,-0.040226
3169,3.155569553375,-0.013977
3170,3.150788545609,-0.009196
3171,3.159886360168,-0.018294
3172,3.099621772766,0.041971
3173,3.098644733429,0.042948
3174,3.107750415802,0.033842
3175,3.125669240952,0.015923
3176,3.109571695328,0.032021
3177,3.106074810028,0.035518
3178,3.191944599152,-0.050352
3179,3.131802558899,0.009790
3180,3.135848999023,0.005744
3181,3.144922971725,-0.003330
3182,3.166561841965,-0.024969
3183,3.111530065536,0.030063
3184,3.173366785049,-0.031774
3185,3.143485069275,-0.001892
3186,3.107344627380,0.034248
3187,3.125196218491,0.016396
3188,3.178168058395,-0.036575
3189,3.165882825851,-0.024290
3190,3.132288455963,0.009304
3191,3.106236219406,0.035356
3192,3.179198026657,-0.037605
3193,3.161916732788,-0.020324
3194,3.145898580551,-0.004306
3195,3.123630762100,0.017962
3196,3.137672185898,0.003920
3197,3.171723604202,-0.030131
3198,3.108192682266,0.033400
3199,3.172241210938,-0.030649
3200,3.141249895096,0.000343
3201,3.120275020599,0.021318
3202,3.145534038544,-0.003941
3203,3.160786867142,-0.019194
3204,3.136079788208,0.005513
3205,3.132605314255,0.008987
3206,3.122894525528,0.018698
3207,3.166822671890,-0.025230
3208,3.123441457748,0.018151
3209,3.153630495071,-0.012038
3210,3.112772703171,0.028820
3211,3.124260425568,0.017332
3212,3.143213033676,-0.001620
3213,3.132275104523,0.009318
3214,3.137523412704,0.004069
3215,3.166407346725,-0.024815
3216,3.125621795654,0.015971
3217,3.155735254288,-0.014143
3218,3.165941476822,-0.024349
3219,3.143833398819,-0.002241
3220,3.144099473953,-0.002507
3221,3.129462957382,0.012130
3222,3.119801282883,0.021791
3223,3.144896030426,-0.003303
3224,3.167493820190,-0.025901
3225,3.135503768921,0.006089
3226,3.163050174713,-0.021458
3227,3.072823047638,0.068770
3228,3.167286157608,-0.025694
3229,3.085785150528,0.055808
3230,3.172755479813,-0.031163
3231,3.151965379715,-0.010373
3232,3.128712892532,0.012880
3233,3.151252746582,-0.009660
3234,3.146567821503,-0.004975
3235,3.187635183334,-0.046043
3236,3.131026029587,0.010567
3237,3.157244443893,-0.015652
3238,3.132797956467,0.008795
3239,3.078727960587,0.062865
3240,3.139506101608,0.002087
3241,3.127429723740,0.014163
3242,3.136335611343,0.005257
3243,3.155103206635,-0.013511
3244,3.133168935776,0.008424
3245,3.139599323273,0.001993
3246,3.146025896072,-0.004433
3247,3.136433601379,0.005159
3248,3.113300561905,0.028292
3249,3.122191429138,0.019401
3250,3.126153945923,0.015439
3251,3.115349054337,0.026244
3252,3.092250823975,0.049342
3253,3.133107900620,0.008485
3254,3.139520645142,0.002072
3255,3.174193620682,-0.032601
3256,3.153562545776,-0.011970
3257,3.147681951523,-0.006089
3258,3.166359663010,-0.024767
3259,3.172752380371,-0.031160
3260,3.111656427383,0.029936
3261,3.140141010284,0.001452
3262,3.133047103882,0.008546
3263,3.144345760345,-0.002753
3264,3.136029481888,0.005563
3265,3.132618665695,0.008974
3266,3.132884263992,0.008708
3267,3.150290727615,-0.008698
3268,3.104039192200,0.037553
3269,3.191190004349,-0.049597
3270,3.135168313980,0.006424
3271,3.110975265503,0.030617
3272,3.160146713257,-0.018554
3273,3.176290750504,-0.034698
3274,3.119120359421,0.022472
3275,3.138931274414,0.002661
3276,3.151404142380,-0.009811
3277,3.190723180771,-0.049131
3278,3.099450826645,0.042142
3279,3.188776969910,-0.047184
3280,3.164634227753,-0.023042
3281,3.139286756516,0.002306
3282,3.161486864090,-0.019894
3283,3.075236082077,0.066357
3284,3.171741724014,-0.030149
3285,3.136681795120,0.004911
3286,3.174680471420,-0.033088
3287,3.114085674286,0.027507
3288,3.173965930939,-0.032373
3289,3.164487600327,-0.022895
3290,3.150151968002,-0.008559
3291,3.115162611008,0.026430
3292,3.177399873734,-0.035807
3293,3.143638134003,-0.002045
3294,3.094110488892,0.047482
3295,3.139302015305,0.002291
3296,3.106796026230,0.034797
3297,3.178647279739,-0.037055
3298,3.148574829102,-0.006982
3299,3.120945692062,0.020647
3300,3.151515245438,-0.009923
3301,3.137231111526,0.004362
3302,3.154451847076,-0.012859
3303,3.176506280899,-0.034914
3304,3.153753042221,-0.012160
3305,3.120121002197,0.021472
3306,3.117967367172,0.023625
3307,3.184759616852,-0.043167
3308,3.145102739334,-0.003510
3309,3.100634574890,0.040958
3310,3.166163206100,-0.024571
3311,3.131380319595,0.010212
3312,3.194444417953,-0.052852
3313,3.106549978256,0.035043
3314,3.152685642242,-0.011093
3315,3.144494771957,-0.002902
3316,3.171290636063,-0.029698
3317,3.152245998383,-0.010653
3318,3.116335153580,0.025258
3319,3.121422052383,0.020171
3320,3.166265010834,-0.024672
3321,3.093044281006,0.048548
3322,3.158338308334,-0.016746
3323,3.159795284271,-0.018203
3324,3.180505514145,-0.038913
3325,3.157894849777,-0.016302
3326,3.148526668549,-0.006934
3327,3.164412498474,-0.022820
3328,3.144230842590,-0.002638
3329,3.118053436279,0.023539
3330,3.117117166519,0.024475
3331,3.120984792709,0.020608
3332,3.098439455032,0.043153
3333,3.092709302902,0.048883
3334,3.130173921585,0.011419
3335,3.177211284637,-0.035619
3336,3.170263767242,-0.028671
3337,3.127359867096,0.014233
3338,3.174355983734,-0.032763
3339,3.172207355499,-0.030615
3340,3.118562936783,0.023030
3341,3.171505451202,-0.029913
3342,3.109515190125,0.032077
3343,3.084654569626,0.056938
3344,3.105263233185,0.036329
3345,3.097159862518,0.044433
3346,3.158398151398,-0.016805
3347,3.182551622391,-0.040959
3348,3.138590097427,0.003003
3349,3.082711219788,0.058881
3350,3.116417884827,0.025175
3351,3.113100528717,0.028492
3352,3.137231588364,0.004361
3353,3.136295795441,0.005297
3354,3.181872367859,-0.040280
3355,3.164232492447,-0.022640
3356,3.081048965454,0.060544
3357,3.123026609421,0.018566
3358,3.153067350388,-0.011475
3359,3.139029502869,0.002563
3360,3.170238018036,-0.028645
3361,3.127640485764,0.013952
3362,3.160023689270,-0.018431
3363,3.149568796158,-0.007976
3364,3.153388738632,-0.011796
3365,3.183358192444,-0.041766
3366,3.197860956192,-0.056268
3367,3.128007173538,0.013585
3368,3.182897806168,-0.041305
3369,3.208073616028,-0.066481
3370,3.135905027390,0.005688
3371,3.097003936768,0.044589
3372,3.099644184113,0.041948
3373,3.136673688889,0.004919
3374,3.068168401718,0.073424
3375,3.173925876617,-0.032333
3376,3.072274923325,0.069318
3377,3.135327100754,0.006266
